email,gender,birth_date,annual_income,spending_score,subscribed_to_newsletter,last_purchase_date,customer_type
taylorrobert@example.org,Male,1991-09-20,36810,72,True,2024-03-18 04:28:02.417332,Standard
graychristopher@example.net,Female,2007-08-27,66729,11,False,2024-09-14 04:28:02.417332,Standard
gabriellelewis@example.org,Male,1980-07-13,54018,76,False,2023-05-23 04:28:02.417332,Budget
lgarrison@example.com,Male,1997-10-31,54797,32,False,2024-08-07 04:28:02.417332,Standard
obailey@example.org,Female,1982-05-13,38399,4,True,2023-06-01 04:28:02.417332,Standard
kimberlyhawkins@example.net,Female,1990-03-18,50504,9,False,2023-04-28 04:28:02.417332,Budget
johnstonmelissa@example.net,Female,2007-02-13,43548,88,True,2024-10-17 04:28:02.417332,Standard
brooksstephanie@example.org,Female,1989-06-26,60751,56,False,2024-08-19 04:28:02.417332,Standard
joneskathryn@example.org,Other,1964-06-25,40133,16,False,2024-07-25 04:28:02.417332,Standard
xrodriguez@example.net,Female,1985-02-26,74946,81,True,2024-06-26 04:28:02.417332,Premium
steven61@example.com,Male,1991-03-01,29866,86,False,2023-12-13 04:28:02.417332,Standard
sgreen@example.com,Female,1978-09-15,42902,71,False,2023-11-21 04:28:02.417332,Standard
anthonymitchell@example.com,Male,1988-08-05,80158,10,False,2023-10-15 04:28:02.417332,Budget
shelbyellis@example.net,Male,1988-01-28,48472,93,True,2023-05-02 04:28:02.417332,Budget
robert93@example.net,Male,2004-01-29,35276,36,False,2024-02-16 04:28:02.417332,Standard
hcook@example.org,Male,1988-02-27,58286,24,False,2024-01-29 04:28:02.417332,Standard
michael23@example.com,Other,1977-12-01,47869,64,False,2023-10-11 04:28:02.417332,Budget
cunninghambobby@example.com,Female,2001-05-27,42461,56,False,2024-01-15 04:28:02.417332,Standard
alexbrown@example.net,Female,1973-09-12,38561,78,True,2024-09-04 04:28:02.417332,Standard
jgonzalez@example.com,Male,1992-01-06,96525,78,True,2023-10-03 04:28:02.417332,Standard
eporter@example.net,Male,2001-09-25,51226,89,True,2023-04-23 04:28:02.417332,Budget
annettehunt@example.org,Male,1979-07-14,26116,22,True,2023-11-28 04:28:02.417332,Budget
oowens@example.org,Male,1994-05-13,77405,52,False,2023-12-18 04:28:02.417332,Standard
jessica16@example.net,Female,1981-06-05,64166,50,True,2023-05-17 04:28:02.417332,Budget
edwinadams@example.net,Female,1994-04-04,43503,47,True,2023-04-03 04:28:02.417332,Budget
michaelzimmerman@example.org,Female,1991-06-06,41003,23,True,2023-09-12 04:28:02.417332,Budget
tonyaross@example.net,Male,1985-06-24,65102,96,True,2023-06-08 04:28:02.417332,Budget
kdickson@example.org,Other,1986-11-02,51296,90,True,2023-12-26 04:28:02.417332,Standard
elizabethbyrd@example.org,Female,2007-09-28,26110,91,True,2023-09-30 04:28:02.417332,Budget
chelsea16@example.com,Female,2004-08-14,81808,76,True,2023-12-12 04:28:02.417332,Standard
susanpotter@example.org,Female,1978-12-01,48490,83,False,2024-09-16 04:28:02.417332,Standard
johnrobinson@example.com,Male,1992-05-24,77433,19,False,2023-10-29 04:28:02.417332,Budget
annalong@example.com,Male,1997-10-04,74176,52,True,2023-11-20 04:28:02.417332,Standard
lesliesmith@example.org,Male,2007-09-16,39984,34,True,2023-11-08 04:28:02.417332,Budget
xreed@example.net,Female,2003-01-29,70497,96,True,2023-05-13 04:28:02.417332,Standard
lisacurry@example.org,Male,2007-04-02,45228,29,True,2024-05-12 04:28:02.417332,Standard
lbaker@example.org,Male,1992-02-28,26999,61,False,2023-05-15 04:28:02.417332,Budget
randolphtammy@example.com,Male,1998-02-20,48631,85,True,2023-12-22 04:28:02.417332,Standard
tadams@example.net,Male,2001-10-22,60964,35,True,2023-08-15 04:28:02.417332,Budget
everettadrian@example.com,Female,1991-03-28,48058,5,True,2024-11-14 04:28:02.417332,Standard
millerloretta@example.net,Female,1985-12-01,50394,76,False,2024-08-03 04:28:02.417332,Standard
michaelhorton@example.org,Male,1965-03-18,72153,7,True,2024-05-21 04:28:02.417332,Standard
brian13@example.com,Male,2006-12-09,56597,41,True,2023-06-05 04:28:02.417332,Budget
nancymiller@example.net,Male,1976-11-16,42350,2,True,2024-11-18 04:28:02.417332,Standard
lisawhite@example.net,Male,1979-07-31,65530,89,True,2024-09-26 04:28:02.417332,Standard
yjames@example.net,Male,2000-06-10,57965,10,False,2023-05-13 04:28:02.417332,Budget
abenjamin@example.com,Male,1988-01-18,20000,44,True,2023-09-01 04:28:02.417332,Budget
gomezbeverly@example.net,Male,1996-10-01,61425,70,False,2025-01-23 04:28:02.417332,Standard
patriciahernandez@example.com,Female,1988-01-13,60877,91,True,2024-01-19 04:28:02.417332,Standard
rhonda85@example.com,Female,1972-10-05,55301,35,True,2025-01-15 04:28:02.417332,Standard
gregoryjimenez@example.com,Male,1983-09-19,68375,62,True,2024-02-27 04:28:02.417332,Standard
roblesalexandra@example.com,Male,1984-09-02,44914,74,False,2024-03-24 04:28:02.417332,Standard
john50@example.org,Female,1996-04-16,60047,73,True,2025-03-21 04:28:02.417332,Standard
richard70@example.net,Female,2007-08-03,31495,20,True,2023-12-02 04:28:02.417332,Standard
beckywarren@example.net,Female,1993-03-15,61106,35,True,2024-02-10 04:28:02.417332,Standard
farroyo@example.org,Female,1976-07-02,84295,37,False,2024-09-07 04:28:02.417332,Standard
vbecker@example.org,Male,2007-06-07,40077,72,False,2024-04-26 04:28:02.417332,Standard
xayala@example.org,Male,2003-04-09,43602,54,False,2023-07-22 04:28:02.417332,Budget
whammond@example.net,Female,1989-05-29,44349,95,True,2023-04-12 04:28:02.417332,Budget
bobby97@example.com,Male,2001-10-28,56949,80,True,2024-05-26 04:28:02.417332,Standard
hernandezjason@example.com,Female,2000-07-22,39054,28,True,2024-05-29 04:28:02.417332,Standard
wrodriguez@example.com,Other,1995-12-21,61318,70,True,2024-06-13 04:28:02.417332,Standard
davidduran@example.com,Female,2007-08-20,67702,32,False,2023-07-17 04:28:02.417332,Budget
tanya23@example.net,Male,2002-05-14,63015,92,False,2024-03-22 04:28:02.417332,Standard
pearsonamy@example.com,Female,1982-05-26,28473,11,False,2023-10-23 04:28:02.417332,Standard
alexis98@example.org,Male,2006-03-10,69927,42,True,2024-04-27 04:28:02.417332,Standard
myersdavid@example.net,Female,2007-02-15,69060,23,False,2025-01-09 04:28:02.417332,Standard
jacksondenise@example.com,Other,1998-01-07,67452,30,False,2023-09-03 04:28:02.417332,Budget
terrigilbert@example.net,Male,1982-07-07,60592,9,True,2024-01-06 04:28:02.417332,Standard
lcabrera@example.net,Other,1993-01-19,58302,92,True,2025-03-30 04:28:02.417332,Standard
iwilliams@example.org,Other,1996-06-01,70485,88,True,2024-01-02 04:28:02.417332,Standard
maynardamber@example.com,Male,1990-04-24,83852,59,True,2024-08-09 04:28:02.417332,Standard
proctorlaura@example.com,Male,2007-09-16,40704,28,False,2024-03-09 04:28:02.417332,Standard
johnwarner@example.org,Male,1985-05-14,71171,88,True,2024-03-05 04:28:02.417332,Standard
jeanbaker@example.org,Male,1986-02-04,53706,79,True,2023-07-01 04:28:02.417332,Budget
richardwatts@example.net,Male,1995-05-30,53054,33,True,2025-03-03 04:28:02.417332,Standard
stonejamie@example.net,Female,1977-12-19,31952,47,True,2023-08-28 04:28:02.417332,Budget
karen72@example.org,Male,2004-01-12,50728,98,True,2024-11-05 04:28:02.417332,Standard
huertacassandra@example.net,Male,1976-11-25,40041,22,False,2023-08-06 04:28:02.417332,Budget
jacksonnicole@example.com,Female,1989-08-27,48042,29,True,2024-06-23 04:28:02.417332,Standard
shannonramirez@example.com,Male,1995-03-18,38527,34,False,2023-04-04 04:28:02.417332,Standard
alexander56@example.com,Female,1991-04-10,48266,42,False,2024-08-07 04:28:02.417332,Standard
daniel01@example.net,Male,1991-10-24,48908,52,True,2024-05-18 04:28:02.417332,Standard
esteserica@example.net,Male,1976-04-13,56451,47,False,2024-04-30 04:28:02.417332,Standard
hmiller@example.com,Female,2002-12-13,30778,74,True,2025-03-02 04:28:02.417332,Standard
lisa82@example.net,Female,2000-05-14,33317,51,False,2023-07-16 04:28:02.417332,Budget
christinahickman@example.org,Female,1978-08-11,60428,45,False,2023-07-28 04:28:02.417332,Budget
laura75@example.net,Female,1998-03-11,43038,94,True,2023-08-06 04:28:02.417332,Budget
matamary@example.net,Female,1980-04-27,71117,75,True,2024-09-07 04:28:02.417332,Premium
swansonanthony@example.org,Male,1969-12-17,58379,34,False,2024-08-16 04:28:02.417332,Standard
crawfordmatthew@example.net,Male,1995-05-17,64101,21,True,2023-08-28 04:28:02.417332,Budget
uanderson@example.com,Female,1981-10-24,76160,13,True,2024-04-25 04:28:02.417332,Standard
tanya22@example.com,Female,2004-08-04,50354,54,False,2023-12-29 04:28:02.417332,Standard
garciaamy@example.org,Other,1981-01-20,46382,25,False,2024-11-17 04:28:02.417332,Standard
davidleonard@example.com,Male,1988-06-06,68075,21,True,2024-06-22 04:28:02.417332,Standard
hmejia@example.com,Male,1985-02-13,62642,1,True,2024-04-16 04:28:02.417332,Standard
allisonmills@example.org,Female,1998-09-06,52190,58,True,2025-03-16 04:28:02.417332,Standard
davischristopher@example.com,Male,2007-01-22,75871,69,True,2024-08-30 04:28:02.417332,Standard
zmercado@example.com,Other,1984-07-11,51816,86,True,2024-03-03 04:28:02.417332,Standard
tmorrison@example.net,Female,2007-05-18,55491,71,False,2024-02-28 04:28:02.417332,Standard
castilloanthony@example.org,Male,1993-10-24,55318,13,True,2024-02-13 04:28:02.417332,Standard
bdavis@example.com,Female,1979-03-18,40981,52,True,2024-08-01 04:28:02.417332,Standard
fjohnson@example.com,Female,1988-07-07,56163,23,False,2024-12-28 04:28:02.417332,Standard
hintonchristopher@example.com,Male,1967-06-02,75951,21,True,2023-07-09 04:28:02.417332,Budget
kristenclark@example.net,Other,1978-03-21,61674,6,True,2025-03-27 04:28:02.417332,Standard
jacquelinerobinson@example.net,Female,1997-12-03,55465,20,False,2025-01-05 04:28:02.417332,Standard
juliebarrett@example.com,Female,1989-11-06,52573,76,False,2024-09-25 04:28:02.417332,Standard
amy95@example.com,Male,1991-06-20,59963,40,False,2023-07-27 04:28:02.417332,Budget
johngaines@example.com,Female,2007-08-27,66246,9,False,2023-07-26 04:28:02.417332,Budget
emurphy@example.net,Male,2002-09-13,64138,50,True,2024-02-07 04:28:02.417332,Standard
luis29@example.org,Male,1997-02-23,50022,28,False,2025-01-25 04:28:02.417332,Standard
bradley13@example.org,Other,2006-10-23,59871,11,True,2023-07-24 04:28:02.417332,Budget
jillianthomas@example.com,Male,1990-04-23,62199,96,True,2024-07-28 04:28:02.417332,Standard
suzanne78@example.com,Male,1993-05-25,39892,75,True,2024-09-07 04:28:02.417332,Standard
bowenalyssa@example.com,Other,2007-06-16,57523,88,True,2024-09-09 04:28:02.417332,Standard
qpetersen@example.org,Other,1986-02-27,22580,56,True,2024-05-18 04:28:02.417332,Standard
bradykristi@example.org,Female,1982-04-25,62238,79,True,2025-01-09 04:28:02.417332,Standard
amber87@example.org,Female,1988-06-23,64905,35,True,2024-02-03 04:28:02.417332,Standard
katherinewilliams@example.net,Male,1994-09-13,66213,81,True,2025-01-10 04:28:02.417332,Standard
matkins@example.org,Male,1982-12-17,49074,25,False,2023-10-01 04:28:02.417332,Budget
heathergonzales@example.org,Male,1981-12-07,59635,99,False,2023-04-08 04:28:02.417332,Budget
patelkendra@example.com,Female,1986-10-16,76359,19,True,2023-12-02 04:28:02.417332,Standard
nicole51@example.net,Female,2000-03-08,76206,31,True,2024-11-20 04:28:02.417332,Standard
carlamartinez@example.org,Female,1987-04-21,54562,81,True,2024-12-08 04:28:02.417332,Standard
dustin98@example.org,Female,1976-08-03,57089,50,True,2024-03-21 04:28:02.417332,Standard
stokesbrian@example.net,Male,1998-02-26,71663,87,False,2024-09-03 04:28:02.417332,Standard
wrightmichael@example.org,Male,1965-05-14,32487,63,True,2024-11-21 04:28:02.417332,Standard
margaretbrown@example.com,Male,1996-10-21,50153,47,True,2024-03-24 04:28:02.417332,Standard
valerie79@example.com,Female,1989-12-31,75033,1,True,2024-10-30 04:28:02.417332,Standard
troy46@example.net,Male,1999-03-19,69628,58,False,2024-02-04 04:28:02.417332,Standard
nathanielmarshall@example.net,Female,1988-03-03,60538,10,True,2024-04-01 04:28:02.417332,Standard
rodriguezandrea@example.com,Male,2007-06-22,32412,8,False,2023-05-09 04:28:02.417332,Budget
yray@example.com,Male,1996-12-11,54251,26,True,2024-11-06 04:28:02.417332,Standard
acostamandy@example.com,Male,2003-11-24,46151,34,False,2024-11-26 04:28:02.417332,Standard
carpenterbrad@example.com,Female,1988-12-02,59965,19,False,2024-05-29 04:28:02.417332,Standard
cgregory@example.com,Female,1978-11-10,42859,78,True,2023-04-18 04:28:02.417332,Budget
lori32@example.org,Male,1983-02-22,39614,72,False,2024-12-05 04:28:02.417332,Standard
sancheznicole@example.com,Male,2007-08-11,24027,1,False,2023-09-07 04:28:02.417332,Standard
simpsondaniel@example.com,Female,1966-04-08,73327,48,False,2024-08-14 04:28:02.417332,Standard
judith90@example.org,Male,1987-03-01,49003,25,False,2024-01-07 04:28:02.417332,Standard
robertgomez@example.com,Female,2000-07-22,57357,24,True,2023-11-19 04:28:02.417332,Standard
christinahorton@example.net,Female,1988-10-24,54966,47,True,2023-06-10 04:28:02.417332,Budget
johnsonrenee@example.com,Male,1988-04-19,38988,84,False,2024-11-08 04:28:02.417332,Standard
roberthernandez@example.com,Male,1999-08-25,36114,94,True,2023-07-19 04:28:02.417332,Budget
davidwalker@example.org,Other,1988-05-04,39920,69,False,2023-05-24 04:28:02.417332,Budget
benjamindavidson@example.org,Male,1997-11-05,44152,67,True,2023-05-02 04:28:02.417332,Budget
fclayton@example.com,Male,1995-07-18,60499,32,True,2025-02-12 04:28:02.417332,Standard
kimalexandria@example.com,Female,1999-03-12,43064,17,False,2024-12-16 04:28:02.417332,Standard
ckim@example.com,Other,2006-11-24,81197,61,False,2024-12-30 04:28:02.417332,Standard
robert86@example.org,Other,1989-07-14,70407,69,True,2023-07-06 04:28:02.417332,Budget
samuellee@example.com,Female,1983-02-20,67125,11,True,2024-11-13 04:28:02.417332,Standard
dunnrobert@example.net,Male,1984-04-15,53205,38,False,2024-05-23 04:28:02.417332,Standard
wyattmichael@example.net,Male,1981-06-25,77714,68,False,2025-03-22 04:28:02.417332,Standard
tuckerrichard@example.com,Female,1987-05-23,51729,19,False,2024-01-10 04:28:02.417332,Standard
ptaylor@example.net,Female,1997-06-26,54531,87,True,2024-03-03 04:28:02.417332,
cheryl63@example.org,Male,1979-12-05,57549,17,True,2023-11-14 04:28:02.417332,Budget
brandon06@example.net,Other,2007-09-04,65527,13,False,2024-03-20 04:28:02.417332,Standard
garciajordan@example.net,Male,2001-03-25,64553,91,True,2024-04-06 04:28:02.417332,Standard
davidevans@example.org,Male,2001-11-18,47873,1,True,2023-05-20 04:28:02.417332,Budget
wclark@example.org,Male,1978-02-09,47005,2,True,2023-10-02 04:28:02.417332,Budget
zachary74@example.net,Male,1978-12-01,64598,82,True,2023-06-30 04:28:02.417332,Budget
lorigreene@example.com,Male,1985-04-07,65728,100,True,2023-09-07 04:28:02.417332,Budget
qbrown@example.com,Male,1977-12-22,49099,97,True,2023-09-19 04:28:02.417332,Budget
crawfordjennifer@example.com,Male,2001-01-31,31192,100,False,2024-03-02 04:28:02.417332,Standard
moorelinda@example.net,Female,1986-06-13,51890,66,True,2024-09-28 04:28:02.417332,Standard
steinjodi@example.net,Female,1992-07-26,64352,68,True,2024-08-24 04:28:02.417332,Standard
rbrennan@example.net,Female,1980-08-02,82081,16,True,2023-11-01 04:28:02.417332,Budget
mcfarlandcraig@example.com,Other,1992-02-08,37030,4,False,2024-06-06 04:28:02.417332,Standard
bergpaul@example.org,Male,1995-05-08,48601,57,False,2024-10-09 04:28:02.417332,Standard
michaelstephen@example.com,Male,1983-11-25,49158,73,True,2024-03-27 04:28:02.417332,Standard
torrescody@example.org,Female,1980-07-08,75337,85,True,2023-11-10 04:28:02.417332,Standard
cisnerosjames@example.com,Male,1999-01-08,54475,23,True,2024-09-10 04:28:02.417332,Standard
lauramyers@example.net,Other,1991-02-21,41390,2,False,2023-08-03 04:28:02.417332,Budget
theresasteele@example.net,Male,2003-09-05,63380,67,True,2024-06-24 04:28:02.417332,
perezmichael@example.com,Other,2007-06-13,48930,87,True,2023-06-25 04:28:02.417332,Budget
christy03@example.net,Male,1987-11-08,36634,26,False,2024-02-11 04:28:02.417332,Standard
ethanthomas@example.net,Female,1983-05-15,41608,7,False,2025-02-28 04:28:02.417332,Standard
katherine14@example.net,Female,1987-08-13,81010,100,True,2025-01-10 04:28:02.417332,Premium
beckjonathan@example.com,Other,2007-04-10,60763,44,True,2023-12-06 04:28:02.417332,Standard
wgraham@example.net,Male,1994-11-29,56616,33,True,2024-11-05 04:28:02.417332,Standard
johnburton@example.com,Female,2007-08-09,51251,64,True,2023-08-04 04:28:02.417332,Budget
joshuaharper@example.org,Other,1974-01-20,59382,36,True,2023-11-24 04:28:02.417332,Standard
francismargaret@example.org,Female,2004-02-10,59203,4,False,2024-10-14 04:28:02.417332,Standard
george79@example.net,Female,1975-01-07,59382,23,True,2023-04-10 04:28:02.417332,Budget
danielle31@example.com,Female,1979-07-26,56722,25,False,2023-04-30 04:28:02.417332,Budget
qmalone@example.org,Male,2001-06-03,68031,90,True,2025-03-26 04:28:02.417332,Standard
hogansarah@example.org,Female,2004-09-06,55346,92,True,2024-03-18 04:28:02.417332,Standard
michele35@example.net,Female,1986-05-20,40330,92,False,2024-01-24 04:28:02.417332,Standard
dgomez@example.org,Other,2001-04-30,45813,85,False,2025-02-27 04:28:02.417332,Standard
jlittle@example.net,Male,1989-04-24,25314,74,False,2023-09-17 04:28:02.417332,Budget
rhunt@example.com,Male,1996-04-04,85402,27,True,2023-07-10 04:28:02.417332,Budget
markcamacho@example.net,Other,2007-09-22,67941,51,True,2024-11-15 04:28:02.417332,Standard
seth19@example.net,Female,2007-04-18,42548,79,True,2024-03-31 04:28:02.417332,Standard
contreraslauren@example.net,Male,1987-11-24,50772,81,True,2024-12-17 04:28:02.417332,Standard
jonathanmaldonado@example.org,Female,1997-06-22,45446,99,True,2025-03-01 04:28:02.417332,Standard
aviladavid@example.org,Male,1997-01-25,78138,69,False,2023-07-06 04:28:02.417332,Budget
vriggs@example.com,Male,1982-07-04,33701,80,True,2023-05-21 04:28:02.417332,Budget
chelsea14@example.net,Male,1976-06-14,56717,23,False,2023-10-26 04:28:02.417332,Budget
andersonanna@example.org,Male,1994-02-23,53372,9,True,2024-10-16 04:28:02.417332,Standard
idillon@example.org,Female,1995-05-08,67402,33,False,2025-01-14 04:28:02.417332,Standard
campbellerika@example.org,Male,1984-03-20,53439,35,True,2023-10-04 04:28:02.417332,Budget
michaelcooper@example.org,Other,2007-04-24,28626,50,True,2024-09-05 04:28:02.417332,Standard
edgar94@example.net,Other,1987-12-16,51233,24,False,2024-02-16 04:28:02.417332,Standard
courtneywong@example.net,Female,1984-06-09,40417,88,True,2025-03-25 04:28:02.417332,Standard
lbenson@example.org,Female,1982-09-24,56193,24,False,2024-08-18 04:28:02.417332,Standard
